SolutionNum,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13
4931,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(3, 10)","(11, 13)","(13, 6)","(10, 3)","(1, 6)","(6, 4)","(4, 1)"
4932,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(3, 10)","(11, 13)","(13, 6)","(10, 3)","(2, 9)","(1, 6)","(6, 13)"
4933,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(3, 10)","(11, 13)","(13, 6)","(10, 3)","(3, 8)","(1, 4)","(4, 13)"
4934,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(1, 4)","(3, 8)","(12, 14)","(4, 13)","(14, 12)","(11, 13)"
4935,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(1, 4)","(12, 14)","(3, 8)","(4, 13)","(14, 12)","(11, 13)"
4936,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(1, 6)","(2, 9)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
4937,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(1, 6)","(12, 14)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4938,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(2, 9)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
4939,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(2, 9)","(12, 14)","(1, 6)","(6, 13)","(14, 12)","(11, 13)"
4940,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(3, 8)","(1, 4)","(12, 14)","(4, 13)","(14, 12)","(11, 13)"
4941,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(3, 8)","(12, 14)","(1, 4)","(4, 13)","(14, 12)","(11, 13)"
4942,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(12, 14)","(1, 4)","(3, 8)","(4, 13)","(14, 12)","(11, 13)"
4943,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(12, 14)","(1, 6)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4944,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(12, 14)","(2, 9)","(1, 6)","(6, 13)","(14, 12)","(11, 13)"
4945,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(6, 13)","(12, 14)","(3, 8)","(1, 4)","(4, 13)","(14, 12)","(11, 13)"
4946,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(1, 4)","(3, 10)","(4, 6)","(10, 3)","(13, 6)","(3, 10)"
4947,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(1, 4)","(3, 10)","(4, 6)","(10, 3)","(13, 6)","(6, 1)"
4948,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(1, 4)","(3, 10)","(13, 6)","(10, 3)","(3, 8)","(4, 13)"
4949,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(1, 4)","(3, 10)","(13, 6)","(10, 3)","(4, 6)","(3, 10)"
4950,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(1, 4)","(3, 10)","(13, 6)","(10, 3)","(4, 6)","(6, 1)"
4951,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(1, 4)","(4, 6)","(10, 3)","(13, 6)","(3, 10)"
4952,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(1, 4)","(4, 6)","(10, 3)","(13, 6)","(6, 1)"
4953,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(1, 4)","(13, 6)","(10, 3)","(3, 8)","(4, 13)"
4954,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(1, 4)","(13, 6)","(10, 3)","(4, 6)","(3, 10)"
4955,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(1, 4)","(13, 6)","(10, 3)","(4, 6)","(6, 1)"
4956,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(1, 4)","(10, 3)","(3, 8)","(4, 13)"
4957,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(1, 4)","(10, 3)","(4, 6)","(3, 10)"
4958,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(1, 4)","(10, 3)","(4, 6)","(6, 1)"
4959,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(2, 9)","(10, 3)","(1, 6)","(6, 13)"
4960,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(10, 3)","(1, 4)","(3, 8)","(4, 13)"
4961,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(10, 3)","(1, 4)","(4, 6)","(3, 10)"
4962,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(10, 3)","(1, 4)","(4, 6)","(6, 1)"
4963,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(10, 3)","(1, 6)","(2, 9)","(6, 13)"
4964,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(10, 3)","(1, 6)","(6, 4)","(2, 7)"
4965,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(10, 3)","(1, 6)","(6, 4)","(4, 1)"
4966,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(10, 3)","(2, 9)","(1, 6)","(6, 13)"
4967,"(4, 1)","(6, 4)","(12, 5)","(7, 2)","(15, 6)","(14, 12)","(11, 13)","(3, 10)","(13, 6)","(10, 3)","(3, 8)","(1, 4)","(4, 13)"
4968,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(1, 6)","(7, 2)","(6, 4)","(2, 7)","(11, 4)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
4969,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(1, 6)","(7, 2)","(6, 4)","(2, 7)","(14, 12)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4970,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(1, 6)","(7, 2)","(6, 4)","(14, 12)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4971,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(1, 6)","(7, 2)","(14, 12)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4972,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(1, 6)","(14, 12)","(7, 2)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4973,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(7, 2)","(1, 6)","(6, 4)","(2, 7)","(11, 4)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
4974,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(7, 2)","(1, 6)","(6, 4)","(2, 7)","(14, 12)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4975,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(7, 2)","(1, 6)","(6, 4)","(14, 12)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4976,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(7, 2)","(1, 6)","(14, 12)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4977,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(7, 2)","(14, 12)","(1, 6)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4978,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(14, 12)","(1, 6)","(7, 2)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4979,"(4, 1)","(6, 4)","(12, 5)","(10, 8)","(14, 12)","(7, 2)","(1, 6)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4980,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(7, 2)","(2, 9)","(12, 14)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
4981,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(7, 2)","(2, 9)","(15, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
4982,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(7, 2)","(12, 14)","(2, 9)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
4983,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(7, 2)","(12, 14)","(15, 6)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4984,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(7, 2)","(15, 6)","(2, 9)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
4985,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(7, 2)","(15, 6)","(12, 14)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4986,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(7, 2)","(2, 9)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
4987,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(7, 2)","(15, 6)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4988,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 6)","(7, 2)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4989,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(15, 6)","(7, 2)","(2, 9)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
4990,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(15, 6)","(7, 2)","(12, 14)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4991,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(6, 13)","(15, 6)","(12, 14)","(7, 2)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4992,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 4)","(2, 7)","(10, 8)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4993,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 4)","(2, 7)","(11, 4)","(10, 8)","(4, 13)","(12, 14)","(15, 13)"
4994,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 4)","(10, 8)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
4995,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 13)","(2, 9)","(12, 14)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
4996,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 13)","(2, 9)","(15, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
4997,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 13)","(12, 14)","(2, 9)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
4998,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 13)","(12, 14)","(15, 6)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
4999,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 13)","(15, 6)","(2, 9)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
5000,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(6, 13)","(15, 6)","(12, 14)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
5001,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(10, 3)","(11, 13)","(13, 6)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
5002,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
5003,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
5004,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
5005,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
5006,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(10, 8)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
5007,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(11, 13)","(10, 3)","(13, 6)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
5008,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
5009,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
5010,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
5011,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(7, 2)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
5012,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(4, 6)","(3, 10)","(10, 8)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
5013,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(4, 6)","(3, 10)","(11, 4)","(10, 8)","(4, 13)","(12, 14)","(15, 13)"
5014,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(4, 6)","(11, 4)","(3, 10)","(10, 8)","(4, 13)","(12, 14)","(15, 13)"
5015,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(7, 2)","(11, 13)","(13, 6)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
5016,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(7, 2)","(11, 13)","(13, 6)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
5017,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(7, 2)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
5018,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(7, 2)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
5019,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(7, 2)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
5020,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(7, 2)","(13, 6)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
5021,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(7, 2)","(13, 6)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
5022,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(7, 2)","(13, 6)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
5023,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(7, 2)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
5024,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(7, 2)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
5025,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(7, 2)","(2, 9)","(15, 6)","(6, 13)"
5026,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(7, 2)","(15, 6)","(2, 9)","(6, 13)"
5027,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(7, 2)","(15, 6)","(6, 4)","(2, 7)"
5028,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(7, 2)","(15, 6)","(6, 4)","(4, 1)"
5029,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(7, 2)","(2, 9)","(6, 13)"
5030,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(7, 2)","(6, 4)","(2, 7)"
5031,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(7, 2)","(6, 4)","(4, 1)"
5032,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(7, 2)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
5033,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(7, 2)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
5034,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(7, 2)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
5035,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(7, 2)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
5036,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 3)","(11, 13)","(13, 6)","(7, 2)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
5037,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(10, 8)","(7, 2)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
5038,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(7, 2)","(10, 3)","(13, 6)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
5039,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(7, 2)","(10, 3)","(13, 6)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
5040,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(7, 2)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
5041,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(7, 2)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
5042,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(7, 2)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
5043,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(7, 2)","(13, 6)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
5044,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(7, 2)","(13, 6)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
5045,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(7, 2)","(13, 6)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
5046,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(7, 2)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
5047,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(7, 2)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
5048,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(7, 2)","(2, 9)","(15, 6)","(6, 13)"
5049,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(7, 2)","(15, 6)","(2, 9)","(6, 13)"
5050,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(7, 2)","(15, 6)","(6, 4)","(2, 7)"
5051,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(7, 2)","(15, 6)","(6, 4)","(4, 1)"
5052,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(7, 2)","(2, 9)","(6, 13)"
5053,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(7, 2)","(6, 4)","(2, 7)"
5054,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(7, 2)","(6, 4)","(4, 1)"
5055,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(7, 2)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
5056,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(7, 2)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
5057,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(7, 2)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
5058,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(7, 2)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
5059,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(1, 6)","(11, 13)","(10, 3)","(13, 6)","(7, 2)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
5060,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(7, 2)","(1, 4)","(4, 13)","(12, 14)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
5061,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(7, 2)","(1, 4)","(4, 13)","(15, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
5062,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(7, 2)","(1, 4)","(15, 6)","(4, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
5063,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(7, 2)","(1, 4)","(15, 6)","(6, 13)","(12, 14)","(4, 13)","(14, 12)","(11, 13)"
5064,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(7, 2)","(15, 6)","(1, 4)","(4, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
5065,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(7, 2)","(15, 6)","(1, 4)","(6, 13)","(12, 14)","(4, 13)","(14, 12)","(11, 13)"
5066,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(7, 2)","(15, 6)","(6, 13)","(1, 4)","(12, 14)","(4, 13)","(14, 12)","(11, 13)"
5067,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(7, 2)","(15, 6)","(6, 13)","(12, 14)","(1, 4)","(4, 13)","(14, 12)","(11, 13)"
5068,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(15, 6)","(6, 13)","(7, 2)","(1, 4)","(12, 14)","(4, 13)","(14, 12)","(11, 13)"
5069,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(15, 6)","(6, 13)","(7, 2)","(12, 14)","(1, 4)","(4, 13)","(14, 12)","(11, 13)"
5070,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(15, 6)","(6, 13)","(12, 14)","(7, 2)","(1, 4)","(4, 13)","(14, 12)","(11, 13)"
5071,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(15, 6)","(7, 2)","(1, 4)","(4, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
5072,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(15, 6)","(7, 2)","(1, 4)","(6, 13)","(12, 14)","(4, 13)","(14, 12)","(11, 13)"
5073,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(15, 6)","(7, 2)","(6, 13)","(1, 4)","(12, 14)","(4, 13)","(14, 12)","(11, 13)"
5074,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(3, 8)","(15, 6)","(7, 2)","(6, 13)","(12, 14)","(1, 4)","(4, 13)","(14, 12)","(11, 13)"
5075,"(4, 1)","(6, 4)","(12, 5)","(14, 12)","(7, 2)","(1, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
